"asc_cart","asc_carnt","asc_bus","asc_tr","asc_bw","logLike"
-0.1,0.4,0.1,0.01,-0.04,-3306.50815919215
0.0771393923291947,0.180783849738194,0.0313542541523383,-0.0408605646125832,0.0907568563947813,-3277.1273155941
0.10018326353665,0.192567179388485,0.025692768896596,-0.0444104520206365,0.0996741382365869,-3277.01155139127
0.10013987772527,0.192415506471519,0.025630370394758,-0.0443275569742772,0.0994141029438762,-3277.01154192086
0.100141363846705,0.192416640405486,0.0256301229339173,-0.0443272428837965,0.0994155354792344,-3277.01154192035
