"asc_cart","b_cost","asc_carnt","asc_bus","asc_tr","asc_bw","b_fare_bw1","b_fare_bw3","logLike"
-0.1,-0.2,0.4,0.1,0.01,-0.04,-0.04,-0.04,-3264.38246387967
-0.0722738373257811,-0.18789637757464,0.417668944935786,0.0958324818873259,0.00126719030652157,-0.142675714840282,0.0348358989208152,-0.157744731340454,-3245.68041603727
-0.0218169212881245,-0.172497001764977,0.425706728884102,0.0878619163984123,-0.000322594086496675,-0.397584845882331,0.407026246481151,-0.136592872362092,-3227.18584887956
-0.0541662517457267,-0.181866857480395,0.398169646079325,0.043561009004703,-0.0302081475370119,-0.917476019398286,1.01691915433545,0.384929077415183,-3218.04963044107
-0.0658309841754039,-0.182057224001202,0.391087702858322,0.0193015589991385,-0.0414339279605921,-0.957219334059684,1.05026759714375,0.38386452897364,-3217.96063307489
-0.0648336056984363,-0.182050394366563,0.391931221510349,0.0206455369693477,-0.0409791446372438,-0.956848500418364,1.05050109405492,0.38575106230202,-3217.96044083231
-0.0648641481688832,-0.182028462508682,0.391869089586134,0.0205698429942386,-0.0410022895575665,-0.956734304281872,1.05038216924657,0.385597386812158,-3217.96043949908
-0.0648614883641269,-0.182027226338603,0.391870726548765,0.0205698728720761,-0.0410021688348142,-0.956732839978725,1.05038489909318,0.385595713892743,-3217.96043949397
