"asc_cart","b_cost","asc_carnt","asc_bus","asc_tr","asc_bw","logLike"
-0.1,-0.2,0.4,0.1,0.01,-0.04,-3223.19094047262
-0.0784994255185055,-0.200475448377558,0.412814478449598,0.0204624879730486,-0.0396796557824009,0.0931909756479789,-3220.15347958056
-0.0821617504055618,-0.201733287924482,0.4140655542094,0.0199728987158335,-0.0415616958956718,0.092480527669065,-3220.14970636148
-0.0825027443561763,-0.20179552456013,0.413842717767122,0.0196706042091646,-0.0417386809503899,0.0925093922922203,-3220.14967860366
-0.082528309618965,-0.201809095733354,0.413844854324058,0.0196620823743871,-0.0417450133953913,0.0925072760581542,-3220.14967832061
