"asc_cart","b_cart","asc_carnt","b_carnt","asc_bus","b_bus","asc_tr","b_tr","asc_bw","b_bw","b_lr","logLike"
-0.1,-0.2,0.4,0.4,0.1,0.1,0.01,0.01,-0.04,-0.04,0,-4452.99228334268
0.0938531270311459,-0.128871213271409,0.0870920714943331,0.329031264600951,0.244534657496818,0.105404233824793,0.176329310962738,0.0361506095074284,0.155335616133526,-0.0142993884727166,0.0433296897769359,-3725.53164158304
-0.179752446113635,-0.126123562909888,-0.492349238456494,0.149293273295351,0.0972561645291237,-0.0756418730429162,-0.125867640601262,-0.0466434476420224,0.0613820075845763,-0.136279131459511,-0.133788877218791,-3278.50624645144
-0.462999342041874,-0.0925098305004566,-0.300358021321886,-0.0754462743074469,-0.185156804872835,-0.198419529497051,-0.221412314221196,-0.211502256244163,0.0810211392749255,-0.266606218908018,-0.273385571540882,-3214.83737232569
-0.438753685049379,-0.0966845962775101,-0.175546051007577,-0.0914214749966822,-0.197689830709959,-0.176840586666757,-0.161460296522609,-0.212524863811228,0.108626732672077,-0.265130330314194,-0.259658331509787,-3214.24568169927
-0.433935012389266,-0.0975299348481753,-0.167710197652438,-0.0921639656675597,-0.188636019648074,-0.178871863640606,-0.15305373192871,-0.214697827318472,0.114800696095972,-0.266259075849428,-0.257806882125641,-3214.24059132785
-0.433525617584134,-0.0976680456434546,-0.166691071618157,-0.0924335747364742,-0.188865230904127,-0.178769812536472,-0.152452326641436,-0.214903382039895,0.115306721131184,-0.266425541288522,-0.257748289821557,-3214.24054889455
-0.433532840902642,-0.097664072934308,-0.166684344858196,-0.0924370954523707,-0.18885552359463,-0.178776737455697,-0.152447028749619,-0.214903621435077,0.115296012281216,-0.266427173291169,-0.257750950779143,-3214.24054884414
